AutoID	OwnerID	VIN	Make	Model	Year	DriveTrain	EngineType	ExteriorColor	InteriorColor	Transmission
219	171	351ZSO5XWXYCUVQQ6	Contoso Motors	Crossover	2010	AWD	4 Cylinder	Chili Red	Black	Automatic
220	220	KULCBKCPR7KCYNL57	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Deep Blue	Brown	Automatic
221	557	H89VPI708KGT4QQJR	Contoso Motors	SUV	2011	FWD	4 Cylinder	Chili Red	Black	Automatic
222	222	ZV42JTYUZYXLS0H7C	Contoso Motors	Minivan	2005	FWD	6 Cylinder	White Silver	Smoke White	Automatic
223	223	SH0L79SV2VCIO9ZTF	Contoso Motors	Minivan	2006	FWD	6 Cylinder	Racing Green	Beige	Automatic
224	224	Z3YMNSOQZ4UBN5APB	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
225	225	DRT0Q802HU1LZCI3T	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Electric Blue	Red	Automatic
226	226	PJC90C6A84L8CREMC	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
227	634	QXZKFBIB1W26O5FAE	Contoso Motors	Sedan	2005	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
228	627	8FVWUY730VQZF3XOV	Contoso Motors	Hatchback	2014	FWD	6 Cylinder	Pepper White	Black	Automatic
229	694	G6RY4WQF149EB309W	Contoso Motors	Sedan	2016	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
230	763	ZZJUOWYKRXM8J0HOL	Contoso Motors	Sedan	2006	FWD	6 Cylinder	Racing Green	Beige	Automatic
231	709	217YAFI9N5U8ERPL0	Contoso Motors	Crossover	2005	FWD	8 Cylinder	Chili Red	Black	Automatic
232	267	2559R3T5JMAMOQCYW	Contoso Motors	Truck	2011	FWD	6 Cylinder	Black	Black	Automatic
233	48	39GWXOGV27KIR9CZF	Contoso Motors	Truck	2007	FWD	6 Cylinder	Black	Black	Automatic
234	763	N7E1ZLIBFDRZUY1F9	Contoso Motors	Hatchback	2007	FWD	6 Cylinder	Racing Green	Black	Automatic
235	3	7Z63SN96WUO9078UC	Contoso Motors	Hatchback	2013	FWD	6 Cylinder	Pepper White	Black	Automatic
236	236	CR8AEJHPJPX0RFDJT	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
237	237	6KG3RFCNVM8D5XAU6	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Electric Blue	Red	Automatic
238	733	RMMFWD5RYX9QPR2O1	Contoso Motors	Crossover	2011	FWD	4 Cylinder	Chili Red	Black	Automatic
239	199	EOFJ9EE8WHS5576FJ	Contoso Motors	Hatchback	2014	FWD	6 Cylinder	Racing Green	Black	Automatic
240	113	O3FNJ4LMVTQ460NE3	Contoso Motors	Truck	2005	FWD	6 Cylinder	Black	Black	Automatic
241	757	OEEU3LFOJYUECCAY2	Contoso Motors	Crossover	2004	AWD	6 Cylinder	Chili Red	Black	Automatic
242	907	NIBPFRW6PF3AJYC78	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
243	626	7B4PZSBEHHGQ9TL4G	Contoso Motors	Wagon	2005	FWD	6 Cylinder	Volcanic Orange	Black	Automatic
244	244	36A60Q4A10EZSSUAF	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Deep Blue	Brown	Automatic
245	781	JQ6T0KZ77C142FJS2	Contoso Motors	Crossover	2007	FWD	Electric	Chili Red	Black	Automatic
246	803	YBCR5S7UHQTERSRBP	Contoso Motors	Crossover	2007	FWD	6 Cylinder	Chili Red	Black	Automatic
247	838	ID4NDGXOUECEEMCSP	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Gray	Dark Gray	Automatic
248	248	GGMI6EAOC7T5DPOBB	Contoso Motors	Convertible 2DR	2011	FWD	8 Cylinder	Blazing Gray	Nutmeg	Automatic
249	499	W480F2A76XNQYE8ZR	Contoso Motors	Coupe	2007	FWD	4 Cylinder	Chili Red	Black	Manual
250	250	DZ42BCLDOEMFZ6MIG	Contoso Motors	Hybrid	2013	FWD	Hybrid	Thunder Gray	Gray	Semi-automatic
251	114	7NNQ0XE3WYY1STK76	Contoso Motors	Truck	2007	AWD	6 Cylinder	Black	Black	Automatic
252	635	U4AS6E41OZTT9F8PQ	Contoso Motors	Hatchback	2012	FWD	6 Cylinder	Electric Blue	Black	Automatic
253	79	D284BARJKP9IH5RPO	Contoso Motors	Sedan	2014	AWD	6 Cylinder	Racing Green	Beige	Automatic
254	147	MDVGCN46K837U7BJX	Contoso Motors	Sedan	2013	FWD	6 Cylinder	Silver	Ivory	Automatic
255	463	ROEKFVU4RPFJUEWL5	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Silver	Ivory	Automatic
256	11	5OEH6YE41ZVOQXUX4	Contoso Motors	Hatchback	2016	AWD	6 Cylinder	Electric Blue	Black	Automatic
257	192	8PX8ZFK0BBI26OW1K	Contoso Motors	Truck	2016	FWD	6 Cylinder	Black	Black	Automatic
258	232	SOQ4O5DGEH8RY9ILH	Contoso Motors	Truck	2015	FWD	6 Cylinder	Black	Black	Automatic
259	547	4OGNOAI6V5FROIVFK	Contoso Motors	Coupe	2004	AWD	4 Cylinder	Chili Red	Black	Manual
260	260	0AWR3XIDJ1U1BMKQA	Contoso Motors	Hybrid	2013	FWD	Hybrid	Blazing Gray	Nutmeg	Semi-automatic
261	815	RVRUL4C54YEE6RME2	Contoso Motors	SUV	2014	FWD	Hybrid	Chili Red	Black	Automatic
262	967	DQA4I40H1JH2L643H	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Gray	Dark Gray	Automatic
263	263	29B894VC3B79UHWBP	Contoso Motors	Convertible 2DR	2007	FWD	Electric	Pepper White	Dark Gray	Automatic
264	851	PE6UI0UM05MWMIACN	Contoso Motors	Crossover	2006	FWD	4 Cylinder	Chili Red	Black	Automatic
265	863	AV9M6DEWSQUX2VB4L	Contoso Motors	SUV	2007	AWD	Hybrid	Chili Red	Black	Automatic
266	266	9Q7NP86FNK8UMZC74	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blue	Old Lace	Automatic
267	897	DZVFKZ3ZCSSWDFAFU	Contoso Motors	SUV	2004	AWD	8 Cylinder	Chili Red	Black	Automatic
268	268	1Q2FOUKE63J7OK3LI	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Deep Blue	Brown	Automatic
269	921	6P471QFZWFQHWFMKI	Contoso Motors	SUV	2014	FWD	Hybrid	Chili Red	Black	Automatic
270	270	C27GX6BM2GYV9HX9Y	Contoso Motors	Minivan	2005	FWD	6 Cylinder	White Silver	Smoke White	Automatic
271	271	4DU5NJMFVRKIM3P1O	Contoso Motors	Minivan	2012	FWD	6 Cylinder	Racing Green	Beige	Automatic
272	272	6BTD6NHP7DS1W7SJX	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
273	273	7012NSYW542KZM7WE	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Electric Blue	Red	Automatic
274	274	GYTKQ1BS38TKLCCBM	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
275	62	TL2YQRP3GMW2FC2KX	Contoso Motors	Sedan	2009	AWD	4 Cylinder	Thunder Gray	Gray	Automatic
276	447	E8DCZDDLIWCKVCVHU	Contoso Motors	Hatchback	2013	FWD	6 Cylinder	Pepper White	Black	Automatic
277	131	722BH1XOFDHU03YB9	Contoso Motors	Sedan	2007	AWD	4 Cylinder	Electric Blue	Red	Automatic
278	182	CQLGZP7J9WH1B4ZRE	Contoso Motors	Sedan	2005	FWD	4 Cylinder	Volcanic Orange	White	Automatic
279	945	DBM9C43ALR2DRYF8S	Contoso Motors	SUV	2011	FWD	Electric	Chili Red	Black	Automatic
280	233	Q9Y2DLKX0V567FIJN	Contoso Motors	Truck	2004	FWD	6 Cylinder	Black	Black	Automatic
281	288	870I604O4BXFLA721	Contoso Motors	Truck	2004	FWD	6 Cylinder	Black	Black	Automatic
282	3	WORG68Z2PLTNZDBI7	Contoso Motors	Hatchback	2006	AWD	4 Cylinder	Pepper White	Black	Automatic
283	12	9C2RHVRVLMEJDBXLP	Contoso Motors	Wagon	2015	FWD	4 Cylinder	Blazing Gray	Black	Automatic
284	284	E45JME5KYJF6ICLUD	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
285	285	7M05O1PNOJUW5VR9D	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
286	969	3QN85DCQ8IBUUBA0Y	Contoso Motors	SUV	2014	AWD	Hybrid	Chili Red	Black	Automatic
287	51	5FY0WL5EQPVD9LKYW	Contoso Motors	Hatchback	2012	FWD	4 Cylinder	Pepper White	Black	Automatic
288	347	B2UC9Q15DWAPBP2VR	Contoso Motors	Truck	2016	AWD	6 Cylinder	Silver	Black	Automatic
289	133	Y8TWTEKBBH8CNEKI8	Contoso Motors	SUV	2007	AWD	6 Cylinder	Chili Red	Black	Automatic
290	242	O9UGQ1PR18CQAEKVE	Contoso Motors	Sedan	2016	AWD	4 Cylinder	Blue	Old Lace	Automatic
291	108	TPQGWQYW26AHH9TLI	Contoso Motors	Wagon	2005	FWD	4 Cylinder	Thunder Gray	Black	Automatic
292	292	38AWD03G73Q6DUA3L	Contoso Motors	Minivan	2011	FWD	6 Cylinder	White Silver	Smoke White	Automatic
293	261	VI4IS9NCX3XERQF73	Contoso Motors	Crossover	2011	AWD	Electric	Chili Red	Black	Automatic
294	285	FEUSSIGY4UQGO5TVJ	Contoso Motors	Crossover	2004	FWD	Hybrid	Chili Red	Black	Automatic
295	63	ZMP7T83Y1SR5544F7	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Gray	Dark Gray	Automatic
296	296	B0RTKSTPYD2DGODTV	Contoso Motors	Convertible 2DR	2013	RWD	6 Cylinder	Thunder Gray	Gray	Automatic
297	691	LR3DODLS7329DDTWM	Contoso Motors	Coupe	2016	FWD	4 Cylinder	Midnight Black	Silverstone	Manual
298	298	978NUG9ZG3DVJL1MX	Contoso Motors	Hybrid	2013	FWD	Hybrid	Volcanic Orange	White	Semi-automatic
299	424	X77PUP820K6B2MP99	Contoso Motors	Truck	2011	AWD	6 Cylinder	Silver	Black	Automatic
300	112	QEC5VLEBW5ENSEQAW	Contoso Motors	Wagon	2004	RWD	4 Cylinder	Blue	Old Lace	Automatic
301	447	LHLMIBC5OPP2UZBL5	Contoso Motors	Sedan	2012	FWD	4 Cylinder	Racing Green	Beige	Automatic
302	139	HIF5LODXQC4QD20O5	Contoso Motors	Sedan	2016	AWD	4 Cylinder	Racing Green	Beige	Automatic
303	190	5J0AP38IFFE3H3P34	Contoso Motors	Sedan	2005	FWD	4 Cylinder	Thunder Gray	Gray	Automatic
304	132	LBWKGBW5WE5MMRF2J	Contoso Motors	Hatchback	2016	AWD	4 Cylinder	Blue	Gray	Automatic
305	425	LF8RQP1N78DQK0G6J	Contoso Motors	Truck	2014	FWD	6 Cylinder	Silver	Black	Automatic
306	545	847HUI23QD4NM1S9J	Contoso Motors	Truck	2011	RWD	6 Cylinder	Silver	Black	Automatic
307	921	0RBCSW4NPPEEKF3BQ	Contoso Motors	Coupe	2004	RWD	4 Cylinder	Pepper White	Dark Gray	Manual
308	308	ZRIPVQ77OZUKB0Y61	Contoso Motors	Hybrid	2013	FWD	Hybrid	Thunder Gray	Gray	Semi-automatic
309	309	4ERRFYCP6UQ81FG7S	Contoso Motors	Crossover	2007	FWD	4 Cylinder	Chili Red	Black	Automatic
310	126	7G8GJ9SAFYHU76KXQ	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Gray	Dark Gray	Automatic
311	311	E4Q4L1AFCQHJU7OGW	Contoso Motors	Convertible 2DR	2006	AWD	Hybrid	Chili Red	Black	Automatic
312	333	OPYOX6FJD1XUM3USR	Contoso Motors	Crossover	2011	AWD	8 Cylinder	Chili Red	Black	Automatic
313	379	JRXDPJOKH96PFXSW2	Contoso Motors	Crossover	2006	FWD	4 Cylinder	Chili Red	Black	Automatic
314	314	GBZ42PSLANFVHXRWM	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Deep Blue	Brown	Automatic
315	391	N3VP3KGLV7AZ7UDLF	Contoso Motors	SUV	2007	FWD	Hybrid	Chili Red	Black	Automatic
316	316	Q8GLGAECVVBV4YDL5	Contoso Motors	Minivan	2016	FWD	6 Cylinder	White Silver	Smoke White	Automatic
317	427	ZP45GAHWWX484JIDS	Contoso Motors	Crossover	2012	FWD	4 Cylinder	Chili Red	Black	Automatic
318	318	6AHIENBQ3IE0BX63L	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
319	319	8JVCS7OF5R71ZG1VJ	Contoso Motors	Minivan	2014	FWD	6 Cylinder	Electric Blue	Red	Automatic
320	320	TP2EHAA57KII7LIGJ	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
321	321	RIBJLHHKCFVPCYPIP	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
322	322	9ZJ8ZAOW2ZDCFJHRS	Contoso Motors	Minivan	2010	FWD	6 Cylinder	Volcanic Orange	White	Automatic
323	250	FRVQ1FXYHRC6J04RK	Contoso Motors	Sedan	2009	AWD	4 Cylinder	Volcanic Orange	White	Automatic
324	228	UANMTDWRW00TJ28QV	Contoso Motors	Hatchback	2016	FWD	4 Cylinder	Blue	White	Automatic
325	310	CPGA4ETZIMOP82T9E	Contoso Motors	Sedan	2015	FWD	4 Cylinder	Volcanic Orange	White	Automatic
326	379	72KW331LQW1QR9NIX	Contoso Motors	Sedan	2007	RWD	4 Cylinder	Pepper White	Dark Gray	Automatic
327	439	2JXM1P3WJ0HZQBR6S	Contoso Motors	SUV	2004	AWD	4 Cylinder	Chili Red	Black	Automatic
328	546	R2VX77FUK9B51P90E	Contoso Motors	Truck	2009	FWD	6 Cylinder	Silver	Black	Automatic
329	568	KYCY6I07C0KJ459Q1	Contoso Motors	Truck	2011	AWD	6 Cylinder	Silver	Black	Automatic
330	234	UPUGBZ8I8MD3OQJ5N	Contoso Motors	Wagon	2010	AWD	4 Cylinder	Blue	Smoke White	Automatic
331	243	F3512YWMZF1WA2GKR	Contoso Motors	Hatchback	2011	AWD	4 Cylinder	Blue	Ivory	Automatic
332	332	XKK5DSG4YQ3UUHJLL	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
333	333	DZ9OJAMDUDQIFWG45	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
334	449	9BZ7D8XML1OREBU6Z	Contoso Motors	SUV	2014	FWD	6 Cylinder	Chili Red	Black	Automatic
335	252	EIS8TO7IBPGSUGAFC	Contoso Motors	Wagon	2013	FWD	4 Cylinder	Blue	White	Automatic
336	664	GEPLA8Z81Y788GDV5	Contoso Motors	Truck	2007	FWD	6 Cylinder	Silver	Black	Automatic
337	473	F4XK9KWUPSQEKCQ44	Contoso Motors	SUV	2011	AWD	Electric	Chili Red	Black	Automatic
338	695	JIA2JAPA34C2AMK5C	Contoso Motors	Sedan	2011	FWD	4 Cylinder	Pepper White	Dark Gray	Automatic
339	291	2J34P6DUJ5TLGLK7J	Contoso Motors	Hatchback	2013	FWD	4 Cylinder	Blue	Silverstone	Automatic
340	340	9Y1PTAE0DAXZCB4K6	Contoso Motors	Minivan	2013	FWD	6 Cylinder	White Silver	Smoke White	Automatic
341	497	VKJOFELAS7M9H0IOW	Contoso Motors	SUV	2014	AWD	6 Cylinder	Chili Red	Black	Automatic
342	102	AT814MUK5J0G3JPOD	Contoso Motors	SUV	2010	FWD	Hybrid	Deep Blue	Black	Automatic
343	159	8YQEXY61638YKBL4O	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Gray	Dark Gray	Automatic
344	344	QKGNSLFNKYGWJ4QR8	Contoso Motors	Convertible 2DR	2004	RWD	4 Cylinder	Thunder Gray	Gray	Automatic
345	65	ZWEDMO23SMRZUPPK3	Contoso Motors	Coupe	2011	AWD	4 Cylinder	Silver	Ivory	Manual
346	346	2B102NSZTIA304BJR	Contoso Motors	Hybrid	2013	FWD	Hybrid	Volcanic Orange	White	Semi-automatic
347	665	JLCVKVD9F3032F6JR	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
348	379	SRWH1B23OM3AOSB28	Contoso Motors	Hatchback	2013	AWD	4 Cylinder	Blue	Dark Gray	Automatic
349	318	649PZ6LT55M9ELLL4	Contoso Motors	Sedan	2015	FWD	4 Cylinder	Thunder Gray	Gray	Automatic
350	387	BIWYSE0RLUJFVWVVV	Contoso Motors	Sedan	2014	FWD	4 Cylinder	Electric Blue	Red	Automatic
351	438	RWIM837UQOPQNJBJ1	Contoso Motors	Sedan	2009	AWD	4 Cylinder	Volcanic Orange	White	Automatic
352	426	AOEKR0D869SYL4DTA	Contoso Motors	Wagon	2015	FWD	4 Cylinder	Blue	Gray	Automatic
353	689	67E710RBKX9C4LKLX	Contoso Motors	Truck	2014	AWD	6 Cylinder	Silver	Black	Automatic
354	690	F8MB6Z8E20PB290YW	Contoso Motors	Truck	2015	RWD	6 Cylinder	Silver	Black	Automatic
355	123	1RTJG39L0ZJDM0YRF	Contoso Motors	Coupe	2011	RWD	4 Cylinder	Chili Red	Black	Manual
356	356	APZK8MLD6NRH8AE1B	Contoso Motors	Hybrid	2013	FWD	Hybrid	Thunder Gray	Gray	Semi-automatic
357	150	I3KWWJGS9QF2YVZEI	Contoso Motors	SUV	2009	AWD	6 Cylinder	Deep Blue	Black	Automatic
358	207	JFY53LLTFONNTTZFC	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Gray	Dark Gray	Automatic
359	359	LQS47SYHDPU7PY659	Contoso Motors	Convertible 2DR	2012	FWD	Hybrid	Chili Red	Black	Automatic
360	512	N3PI8UMX2FKPBSLKJ	Contoso Motors	SUV	2016	FWD	8 Cylinder	Deep Blue	Black	Automatic
361	560	ZBA97K3ZHMJWKM8VL	Contoso Motors	SUV	2005	FWD	6 Cylinder	Deep Blue	Black	Automatic
362	362	U727IUNSWAWN20S83	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Deep Blue	Brown	Automatic
363	630	AYJWKOVO1YUNA76I7	Contoso Motors	SUV	2005	AWD	Hybrid	Deep Blue	Black	Automatic
364	364	S2X3N4BACU2TN96FJ	Contoso Motors	Minivan	2015	FWD	6 Cylinder	White Silver	Smoke White	Automatic
365	678	BRF8PXVFCCYM2DWCW	Contoso Motors	SUV	2005	AWD	4 Cylinder	Deep Blue	Black	Automatic
366	366	YACKN696MBIRX8J9C	Contoso Motors	Minivan	2010	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
367	367	GN363ZCEXYXJDESOH	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Electric Blue	Red	Automatic
368	368	J5FIRE115YCDREGO2	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
369	369	NO2JM5T62TH82JE0G	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
370	370	0FQC86QTFJ7YKFLP1	Contoso Motors	Minivan	2009	FWD	6 Cylinder	Volcanic Orange	White	Automatic
371	498	VWPV36QH0X8VTLUVG	Contoso Motors	Sedan	2015	RWD	4 Cylinder	Blue	Old Lace	Automatic
372	427	96E454V8GFVILTWSS	Contoso Motors	Hatchback	2016	FWD	4 Cylinder	Blue	Dark Gray	Automatic
373	2	8J0U8XCPRGW4Z3NQE	Contoso Motors	Sedan	2005	FWD	4 Cylinder	Thunder Gray	Gray	Automatic
374	50	6I1PU5IJTTW5JW0VL	Contoso Motors	Sedan	2005	FWD	4 Cylinder	Thunder Gray	Gray	Automatic
375	830	6EAE4IIMXY3RHH6LZ	Contoso Motors	SUV	2007	AWD	6 Cylinder	Deep Blue	Black	Automatic
376	720	60JXAVE61HUYRYXZX	Contoso Motors	Truck	2016	FWD	6 Cylinder	Silver	Black	Automatic
377	864	64CIW3DOG0CETY0M5	Contoso Motors	Truck	2011	FWD	6 Cylinder	Silver	Black	Automatic
378	448	UZQXXBVKVAIC9ZF4G	Contoso Motors	Wagon	2016	FWD	4 Cylinder	Blue	Nutmeg	Automatic
379	544	NS0NCNF06CW7PLQXN	Contoso Motors	Wagon	2016	AWD	4 Cylinder	Blue	Gray	Automatic
380	380	4H61HJFAK7VWXX1OV	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Volcanic Orange	White	Automatic
381	381	LQY0148LQ37YJ19NH	Contoso Motors	Minivan	2014	FWD	6 Cylinder	Chili Red	Black	Automatic
382	878	1C8026X1LS42E7916	Contoso Motors	SUV	2015	FWD	6 Cylinder	Deep Blue	Black	Automatic
383	619	V7D26DTTXLSIS56M1	Contoso Motors	Hatchback	2006	AWD	4 Cylinder	Blue	Gray	Automatic
384	875	MTP34WQYET4MBXKP3	Contoso Motors	Truck	2016	FWD	6 Cylinder	Silver	Black	Automatic
385	136	UV25HI2L1W28HEVYF	Contoso Motors	SUV	2004	AWD	6 Cylinder	Deep Blue	Black	Automatic
386	63	9GAK9WB9PERDMBYWH	Contoso Motors	Sedan	2004	AWD	4 Cylinder	Pepper White	Dark Gray	Automatic
387	666	JYIPJNLSPYCKWKKNJ	Contoso Motors	Wagon	2005	FWD	4 Cylinder	Blue	Gray	Automatic
388	388	2FU0GEB32SFRRA6LQ	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
389	206	SJPIEUI7S9WPHTAAI	Contoso Motors	SUV	2005	RWD	6 Cylinder	Deep Blue	Black	Automatic
390	254	GPI5N9BGT5NRZN00V	Contoso Motors	SUV	2013	FWD	6 Cylinder	Deep Blue	Black	Automatic
391	318	GJGVZ5KGGIVU5HVJE	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Gray	Dark Gray	Automatic
392	392	0URNPBEKUUELE97HG	Contoso Motors	Convertible 2DR	2011	FWD	6 Cylinder	Volcanic Orange	White	Automatic
393	497	6XLREKMP7K6FNL6H2	Contoso Motors	Coupe	2011	FWD	4 Cylinder	Pepper White	Dark Gray	Manual
394	394	XF93A5HNUMQF3W7XN	Contoso Motors	Hybrid	2013	FWD	Hybrid	Blue	Old Lace	Semi-automatic
395	923	QROSBQF5GCDX6MFYR	Contoso Motors	Truck	2007	AWD	6 Cylinder	Silver	Black	Automatic
396	667	XXW0169ZOVK5YJ41O	Contoso Motors	Hatchback	2012	FWD	4 Cylinder	Blue	Gray	Automatic
397	109	FIL37ODI7DPZJ17XN	Contoso Motors	Sedan	2007	FWD	4 Cylinder	Pepper White	Dark Gray	Automatic
398	110	M3NYC3L36K7N6NG3X	Contoso Motors	Sedan	2016	FWD	4 Cylinder	Volcanic Orange	White	Automatic
399	111	TXRICS2GT5CTQB3NT	Contoso Motors	Sedan	2011	AWD	4 Cylinder	Chili Red	Black	Automatic
400	688	WNAYDQB61LZ83DQF0	Contoso Motors	Wagon	2011	FWD	4 Cylinder	Blue	Gray	Automatic
401	67	QYRRYY3SJW7W4VL91	Contoso Motors	Truck	2014	AWD	6 Cylinder	Silver	Black	Automatic
402	96	OWWOA16T9B8Q7YCCV	Contoso Motors	Truck	2011	FWD	6 Cylinder	Silver	Black	Automatic
403	507	GZKUG00S0EQ5F54TG	Contoso Motors	Coupe	2014	AWD	4 Cylinder	Pepper White	Dark Gray	Manual
404	404	OKVQCDJV4UYZVJ07T	Contoso Motors	Hybrid	2013	FWD	Hybrid	Volcanic Orange	White	Semi-automatic
405	358	O8KOMQOQK5OSEX8N4	Contoso Motors	SUV	2007	FWD	Hybrid	Deep Blue	Black	Automatic
406	366	VUOI9X4MG7DP0ZQV8	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Gray	Dark Gray	Automatic
407	407	1ZKLUE7IJPHCITBXG	Contoso Motors	Convertible 2DR	2014	FWD	Electric	Silver	Ivory	Automatic
408	406	PBSIU00P08RA1SIBE	Contoso Motors	SUV	2015	AWD	6 Cylinder	Deep Blue	Black	Automatic
409	25	T8DNDN5UDCWL7M72H	Contoso Motors	SUV	2005	AWD	8 Cylinder	Electric Blue	Black	Automatic
410	410	ZJOCAJ6AF9ER5GPW8	Contoso Motors	Minivan	2010	FWD	6 Cylinder	White Silver	Smoke White	Automatic
411	49	U2FX7NDGMSL43QUGM	Contoso Motors	SUV	2004	FWD	4 Cylinder	Electric Blue	Black	Automatic
412	412	WQS4ADJ267BIDYYII	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
413	73	R6L3VILU35RHJDAZV	Contoso Motors	SUV	2014	FWD	6 Cylinder	Electric Blue	Black	Automatic
414	414	ZNMOPH5SW3ZEBV3NO	Contoso Motors	Minivan	2009	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
415	415	TMN5DLU9NY4XX0JUY	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
416	416	8H8W7LAM2WHOK1UON	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Volcanic Orange	White	Automatic
417	417	U1G77DG0TQDQU1KPO	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Chili Red	Black	Automatic
418	418	V5V483U7H0713ZAQ0	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blue	Old Lace	Automatic
419	229	Z19X6P9CCCLQRPSN8	Contoso Motors	Sedan	2011	FWD	4 Cylinder	Chili Red	Black	Automatic
420	719	XQURYT88D8BCHF4PD	Contoso Motors	Hatchback	2007	FWD	4 Cylinder	Blue	Gray	Automatic
421	230	ASFVLRMRYZQDVOAIY	Contoso Motors	Sedan	2013	FWD	4 Cylinder	Blue	Old Lace	Automatic
422	290	6C3RWG9NFGWS93TC1	Contoso Motors	Sedan	2007	FWD	4 Cylinder	Deep Blue	Brown	Automatic
423	517	VV280A4H1LRBV1S1M	Contoso Motors	Crossover	2007	FWD	6 Cylinder	Electric Blue	Black	Automatic
424	97	YSTK76U2MMH44OISI	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
425	121	18NL8LMI9B1VD0IXV	Contoso Motors	Truck	2007	FWD	6 Cylinder	Silver	Black	Automatic
426	723	HYT7N0YGG7IE1206T	Contoso Motors	Hatchback	2004	FWD	4 Cylinder	Blue	Gray	Automatic
427	804	IQD3NDVE7QZC45HNC	Contoso Motors	Hatchback	2015	FWD	4 Cylinder	Blue	Gray	Automatic
428	428	1OQI8PS9UBQDMBEQY	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Volcanic Orange	White	Automatic
429	429	JNZIYNLRASQ08GN5T	Contoso Motors	Minivan	2014	FWD	6 Cylinder	Chili Red	Black	Automatic
430	541	FOHABFXIQK0NZECAC	Contoso Motors	Crossover	2011	AWD	Electric	Electric Blue	Black	Automatic
431	815	PN7J7WIR695T90QDK	Contoso Motors	Hatchback	2011	AWD	4 Cylinder	Blue	Gray	Automatic
432	122	MA3H9KZGMS7RSBK0P	Contoso Motors	Truck	2016	AWD	6 Cylinder	Silver	Black	Automatic
433	565	8H55KPJ421ANV9B8Y	Contoso Motors	Crossover	2005	FWD	6 Cylinder	Electric Blue	Black	Automatic
434	371	SW39ZMDNA1K1DYFF0	Contoso Motors	Sedan	2004	FWD	4 Cylinder	Chili Red	Black	Automatic
435	863	LXK7IDPDB86PDY8N5	Contoso Motors	Hatchback	2013	FWD	4 Cylinder	Blue	Gray	Automatic
436	436	9K3NPUOHFCGGMDO9G	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
